SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Max Volume Size,Max IOPS/volume,Max IOPS Burst Performance,Max throughput/volume,Provisioned,Tenancy,EBS Optimized,Operating System,License Model,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Elastic Graphics Type,Enhanced Networking Supported,GPU,GPU Memory,Instance,Instance Capacity - 10xlarge,Instance Capacity - 12xlarge,Instance Capacity - 16xlarge,Instance Capacity - 18xlarge,Instance Capacity - 24xlarge,Instance Capacity - 2xlarge,Instance Capacity - 32xlarge,Instance Capacity - 4xlarge,Instance Capacity - 8xlarge,Instance Capacity - 9xlarge,Instance Capacity - large,Instance Capacity - medium,Instance Capacity - metal,Instance Capacity - xlarge,instanceSKU,Intel AVX Available,Intel AVX2 Available,Intel Turbo Available,Normalization Size Factor,Physical Cores,Pre Installed S/W,Processor Features,Product Type,Resource Type,serviceName,Volume API Name
Y7SZKM6JDKUQ7UN8,JRTCKXETXF,Y7SZKM6JDKUQ7UN8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$12.24 per Unused Reservation Linux p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,12.24,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,USW2-UnusedBox:p3.8xlarge,RunInstances,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,YZDG4WDMMU2N5FFC,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
KZ8HUQ2D7PS94QEU,JRTCKXETXF,KZ8HUQ2D7PS94QEU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$27.424 per Unused Reservation Windows p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,27.424,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,UnusedBox:p3.16xlarge,RunInstances:0002,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,7APFVGHQXR9QGJ23,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
JX6ATTR53TSDF57Q,JRTCKXETXF,JX6ATTR53TSDF57Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.184 per Windows p2.xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,0.184,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,EUC1-HostBoxUsage:p2.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
Y7NGKW5YKEBTAUHA,JRTCKXETXF,Y7NGKW5YKEBTAUHA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.184 per Windows p2.xlarge Dedicated Host Instance hour,2020-04-01,0,Inf,Hrs,0.184,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Host,,Windows,No License required,,,,,,,,USE2-HostBoxUsage:p2.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
763B9ZAA5TH7T8YV,JRTCKXETXF,763B9ZAA5TH7T8YV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.06 per Unused Reservation Linux p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.06,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,UnusedBox:p3.2xlarge,RunInstances,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,6AUAERFUWRVM7MMK,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
3JSC9XTVGBH2DFXW,JRTCKXETXF,3JSC9XTVGBH2DFXW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$24.58 per On Demand SUSE p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,24.58,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,USW2-BoxUsage:p3.16xlarge,RunInstances:000g,Used,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
BQ6P3ZSPRN3PC56P,JRTCKXETXF,BQ6P3ZSPRN3PC56P.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.744 per On Demand Linux p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.744,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Mumbai),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,Linux,No License required,,,,,,,,APS3-BoxUsage:p2.8xlarge,RunInstances,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
NGRCDFRMZBBX9C7D,JRTCKXETXF,NGRCDFRMZBBX9C7D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$9.604 per Dedicated Usage SUSE p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,9.604,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,UGW1-DedicatedUsage:p2.8xlarge,RunInstances:000g,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
R4RFV2AUHK4599N7,JRTCKXETXF,R4RFV2AUHK4599N7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.334 per On Demand SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.334,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,APN2-BoxUsage:p3.2xlarge,RunInstances:000g,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
XUFAH3ZBDD5FVT38,JRTCKXETXF,XUFAH3ZBDD5FVT38.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.65 per Dedicated Unused Reservation RHEL p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.65,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,EU-UnusedDed:p3.2xlarge,RunInstances:0010,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,WSUEUER7Q9VDX2DM,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
HCAHXPK7A9MBBZGN,JRTCKXETXF,HCAHXPK7A9MBBZGN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.036 per Dedicated Linux p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.036,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,USE2-DedicatedUsage:p3.8xlarge,RunInstances,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
RYGUUZMPBHC4SKC6,JRTCKXETXF,RYGUUZMPBHC4SKC6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$16.761 per Dedicated Unused Reservation Windows p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,16.761,USD,,,,Compute Instance,AmazonEC2,EU (London),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,EUW2-UnusedDed:p3.8xlarge,RunInstances:0002,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,DMD9FMRU9K4U3XCN,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
834GMYWQMU399DBE,JRTCKXETXF,834GMYWQMU399DBE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$8.05 per Dedicated Unused Reservation Usage RHEL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,8.05,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,USW2-UnusedDed:p2.8xlarge,RunInstances:0010,UnusedCapacityReservation,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,TYKRERN89597VV98,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
4WXF4BTE83Y7K5WJ,JRTCKXETXF,4WXF4BTE83Y7K5WJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$15.422 per Unused Reservation RHEL p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,15.422,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,EUC1-UnusedBox:p3.8xlarge,RunInstances:0010,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,R3MB72G9KNC52ETU,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
FBVJCZQZB9NSNWH5,JRTCKXETXF,FBVJCZQZB9NSNWH5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$13.166 per Dedicated RHEL p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,13.166,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,USW2-DedicatedUsage:p3.8xlarge,RunInstances:0010,Used,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
298AWKD7RC822MQJ,JRTCKXETXF,298AWKD7RC822MQJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.53 per Dedicated Usage RHEL p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,14.53,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:p2.16xlarge,RunInstances:0010,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
72Z5G2KENR22JK6R,JRTCKXETXF,72Z5G2KENR22JK6R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.279 per Dedicated Unused Reservation Windows p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.279,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,UGW1-UnusedDed:p3.2xlarge,RunInstances:0002,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,ZGHPRYSJWBXDVBGB,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
CQ7FXYDQU3M2ZQMK,JRTCKXETXF,CQ7FXYDQU3M2ZQMK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$11.85 per On Demand RHEL p2.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,11.85,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p2.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APN2-BoxUsage:p2.8xlarge,RunInstances:0010,Used,5000 Mbps,97,,Yes,8,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
NS85DU7MA7K6A6T3,JRTCKXETXF,NS85DU7MA7K6A6T3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.516 per Dedicated Unused Reservation Linux p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.516,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,APS2-UnusedDed:p3.2xlarge,RunInstances,UnusedCapacityReservation,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,VSRJQ73SCBE526ZF,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
B6YG4MHJ2KYWMHFG,JRTCKXETXF,B6YG4MHJ2KYWMHFG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.405 per On Demand SUSE p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.405,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,EU-BoxUsage:p3.2xlarge,RunInstances:000g,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
CUCY95G3XWZPVDYK,JRTCKXETXF,CUCY95G3XWZPVDYK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.672 per Dedicated Unused Reservation Usage RHEL p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.672,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,APN2-UnusedDed:p2.xlarge,RunInstances:0010,UnusedCapacityReservation,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,FD3KPRZMJNQESW63,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
2PKNJQWJ4ZCJHJVW,JRTCKXETXF,2PKNJQWJ4ZCJHJVW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$15.289 per Dedicated Unused Reservation Linux p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,15.289,USD,,,,Compute Instance,AmazonEC2,EU (London),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,EUW2-UnusedDed:p3.8xlarge,RunInstances,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,DFJ37VH7RAECTVK5,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
CS3JK384WGVV5GJC,JRTCKXETXF,CS3JK384WGVV5GJC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$18.166 per Dedicated Unused Reservation SUSE p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,18.166,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,APS2-UnusedDed:p3.8xlarge,RunInstances:000g,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,8NMR5CXJZCH9PG34,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
T6KJU7KY35E9VDQS,JRTCKXETXF,T6KJU7KY35E9VDQS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$23.57 per Unused Reservation RHEL p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,23.57,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,RHEL,No License required,,,,,,,,APN2-UnusedBox:p2.16xlarge,RunInstances:0010,UnusedCapacityReservation,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,6JJTNZEWX8SX9KG4,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
9TECMV6M9SCD3G72,JRTCKXETXF,9TECMV6M9SCD3G72.JRTCKXETXF.6YS6EN2CT7,OnDemand,$24.61 per Dedicated Unused Reservation RHEL p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,24.61,USD,,,,Compute Instance,AmazonEC2,US East (Ohio),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,USE2-UnusedDed:p3.16xlarge,RunInstances:0010,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,D9ZJVVJS4W8N86WY,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
3TDFDK5VBKHCRWTT,JRTCKXETXF,3TDFDK5VBKHCRWTT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$26.54 per Unused Reservation SUSE p3.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,26.54,USD,,,,Compute Instance,AmazonEC2,EU (Ireland),AWS Region,p3.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,488 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,EU-UnusedBox:p3.16xlarge,RunInstances:000g,UnusedCapacityReservation,14000 Mbps,201,,Yes,8,,,,,,,,,,,,,,,,,EN2SWT6QZ9DGHQ8V,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
3QJC2BVQ72JXMZNY,JRTCKXETXF,3QJC2BVQ72JXMZNY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$19.538 per Dedicated Unused Reservation Windows p3.8xlarge Instance Hour,2020-04-01,0,Inf,Hrs,19.538,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Seoul),AWS Region,p3.8xlarge,Yes,GPU instance,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,APN2-UnusedDed:p3.8xlarge,RunInstances:0002,UnusedCapacityReservation,7000 Mbps,97,,Yes,4,,,,,,,,,,,,,,,,,SZ95U8PFEECTZDDQ,Yes,Yes,Yes,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
DYC58HZT7VSBVSDP,JRTCKXETXF,DYC58HZT7VSBVSDP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$37.604 per Unused Reservation SUSE p3dn.24xlarge Instance Hour,2020-04-01,0,Inf,Hrs,37.604,USD,,,,Compute Instance,AmazonEC2,AWS GovCloud (US-West),AWS Region,p3dn.24xlarge,Yes,GPU instance,96,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,768 GiB,2 x 900 NVMe SSD,100 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,UGW1-UnusedBox:p3dn.24xlarge,RunInstances:000g,UnusedCapacityReservation,14000 Mbps,337,,Yes,8,,,,,,,,,,,,,,,,,CVGAZA57XVDEG2HU,Yes,Yes,Yes,192,,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,,,Amazon Elastic Compute Cloud,
2FVKCUWA39SQVXUM,JRTCKXETXF,2FVKCUWA39SQVXUM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.06 per On Demand Windows BYOL p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,3.06,USD,,,,Compute Instance,AmazonEC2,US West (Oregon),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,Windows,Bring your own license,,,,,,,,USW2-BoxUsage:p3.2xlarge,RunInstances:0800,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
PZSZYGTCM8M3CAC3,JRTCKXETXF,PZSZYGTCM8M3CAC3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.562 per On Demand Windows p3.2xlarge Instance Hour,2020-04-01,0,Inf,Hrs,4.562,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Tokyo),AWS Region,p3.2xlarge,Yes,GPU instance,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,64-bit,,,,,,,,Shared,,Windows,No License required,,,,,,,,APN1-BoxUsage:p3.2xlarge,RunInstances:0002,Used,1750 Mbps,31,,Yes,1,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
WQ5RKW5DR7THFU8C,JRTCKXETXF,WQ5RKW5DR7THFU8C.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.88 per Dedicated Unused Reservation Usage Windows p2.xlarge Instance Hour,2020-04-01,0,Inf,Hrs,1.88,USD,,,,Compute Instance,AmazonEC2,Asia Pacific (Sydney),AWS Region,p2.xlarge,Yes,GPU instance,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,APS2-UnusedDed:p2.xlarge,RunInstances:0002,UnusedCapacityReservation,750 Mbps,16,,Yes,1,,,,,,,,,,,,,,,,,MY3AD6MY86B3NXMP,Yes,Yes,Yes,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
DANNX44GXQRZGRY2,JRTCKXETXF,DANNX44GXQRZGRY2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$21.316 per On Demand SUSE p2.16xlarge Instance Hour,2020-04-01,0,Inf,Hrs,21.316,USD,,,,Compute Instance,AmazonEC2,EU (Frankfurt),AWS Region,p2.16xlarge,Yes,GPU instance,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,732 GiB,EBS only,20 Gigabit,64-bit,,,,,,,,Shared,,SUSE,No License required,,,,,,,,EUC1-BoxUsage:p2.16xlarge,RunInstances:000g,Used,10000 Mbps,201,,Yes,16,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,128,,NA,Intel AVX; Intel AVX2; Intel Turbo,,,Amazon Elastic Compute Cloud,
